@relation Train
@attribute word_tokenize string
@attribute subtask_c {IND,OTH,GRP}
@data
'rat pull anita hill trick judg kavanaugh confirm work communist destroy # maga',GRP
'troll simpli dumb enjoy love rolling_on_the_floor_laugh rolling_on_the_floor_laugh rolling_on_the_floor_laugh rolling_on_the_floor_laugh rolling_on_the_floor_laugh rolling_on_the_floor_laugh rolling_on_the_floor_laugh',IND
'hillari blame women long better hope dont show vote isnt much liber ignor know mani thing arent',IND
'support bless bomb',IND
'fuck right end',IND
'realli suck commi liber refuge anyon isnt ( ) use dollar',GRP
'that blatant antifa wors hate group look univers california nearli destroy disagre wasnt white shut free speech',GRP
'slap shit',IND
'listen rob american taxpay million dollar gave iran',IND
'well better look lie lawyer',IND
'hate realli take peopl physic unhing liber look well 24/7 fake news suck life peopl feel',GRP
'presid photo world presid',IND
'yeah control use black peopl',GRP
'found today jesu isnt white cant church cant watch footbal damn obama liber',OTH
'happen next whoever vote get destroy vote republican senat liber worst nightmar',IND
'suck ask play never back suck',IND
'trudeau liber rule time',GRP
'liber dont give rat power period everyth doesnt',OTH
'must forc church need bottom',OTH
'# republican # conserv dream step confirm predat scotu judg step elimin women choic step elimin white vote right step elimin women vote right step immigr',GRP
'dont support medicar vote dreamer vote racist polic brutal bill vote give donald trump even militari budget didnt thing control vote racist loan bill',GRP
'doesnt matter said correct anyon stupid life famili live base fool',IND
'feinstein schumer polit assassin thank abl give conserv need back hard polit crimin',GRP
'activ know think danger fool mayb 100 % racist militari support',IND
'insult black fulli get make think cant let honest liber ( mostli white want appear minor protect vote',GRP
'& amp that dont mind peopl everyon life',GRP
'miriam ',IND
'cant fact delusion think someth effect countri dream come first illeg',OTH
'dumb look',IND
'case fuck good book',OTH
'( and ) shit eric',GRP
'clown_fac',IND
'hate democrat fight everyday make much dont give damn want readi # maga parti trump elect 2020 keep democrat till 2020',GRP
'stori lie liber wit thinking_fac',IND
'conserv believ attempt rape form that get look past wont believ ” nonsens',IND
'your full liber paid soro thing',GRP
'area didnt money attempt money prove abort isnt scam',IND
'that exactli evil liber peopl step guess bulli done liber',GRP
'cours she make money situat valu power',IND
'move ahead kavanaugh without commit ethic legal violat constitut & amp horribl candid say wait info & amp sure',IND
'fuck cover american polit canadian polit fuck disgrac report news news stuff make conserv look ignor stuff make liber look',GRP
'year later liber want away',IND
'nigga peac damn',IND
'yeah ruin fuck hype werent invit finish',IND
'wonder antifa riot street find corrupt govern',OTH
'that silli cartoon made popular fuck',IND
'well ignor give attent child never good enough bodi love search attent post',IND
'glad wear control propos stop crimin',GRP
'zero evid love see liber shit face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy',GRP
'democrat fund goe around that done conserv play rule fuck everi time',GRP
'lock wait blatant somebodi scare trump get hang rememb cant imagin feel make',IND
'ignor question argument sensibl control anoth shoot occur truli believ push restrict',IND
'liber illeg immigr dreamer trump support deplor dreg ms13 killer human be babi womb human be abid terrorist bill clinton feminist brett mental disord',GRP
'liber sick peopl',GRP
'anoth attempt dem hide truth abus women movement women # metoo anoth soro group antifa',IND
'antifa burn conserv hous light & amp throw flame',GRP
'play straight fuck garbag mean toler last year much scare death start',IND
'understand sound love money bastard',GRP
'that liber moral anyth goe kind drug child',OTH
'arrest immedi crazi democrat',IND
'dont mess dont mess',IND
'cruz think # texa voter stupid say beto state texa # resist # maga # ridicul',GRP
'right polit place anyon organ live',GRP
'fuck disgust anim editor approv “ news ” shit',GRP
'show get tori ridicul',IND
'pretend lib # maga',IND
'think blame dumbass control',GRP
'crap anyon want save crap',IND
'toler loud maga merch dont shit nike anyth kiss',IND
'realli wan na bring person work dont wan na seem appl',IND
'cant stand listen chang speak believ nut # # walkaway # united_st united_st # maga united_st united_st',IND
'come long line bigot moron hard first get better fill decent eventu realiz better',GRP
'compar govern enforc agenc subject constitut law privat corpor yeah make sens wait stop talk complet',IND
'',IND
'unhing luck go conserv make money process smart know & amp liber left good busi day & amp eat',IND
'love cute',IND
'anoth anyth',IND
'# # liber continu # # indoctrin show dont hire mental #',GRP
'everi time hate feel happen fuck',IND
'didnt read whole thing white mass shooter arent even consid terror there “ polit ” agenda murder',GRP
'rolling_on_the_floor_laugh rolling_on_the_floor_laugh face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy communist fool',IND
'classic antifa behaviour',IND
'care union leader report lefti concern left promot trudeau liber liber parti shame',OTH
'democrat left liber judg conserv everi liber judg investig back school',IND
'settl never never know truth mayb grab first spit realli stupid grab either doubt know complet truth',IND
'boycot rest life',OTH
'terribl',IND
'amaz much money thrown liber freak beto everyth wrong america vote cruz',GRP
'forget describ monster think',IND
'bono turn refuge asshol',IND
'noth opportunist lie human wast paid left turn',IND
'yeah sure youll wait certain amount time talk control right sure your say thing peopl use dead push law noth right',GRP
'“ actor ” biden that “ fake ” phoni actor stage time come & amp gone “ dreg societi ” care less preach',IND
'nigga',GRP
'presid respect liber',GRP
'hope joke hate boycot leftist entertain stop say stupid stuff',IND
'legal immigr 100 % correct follow letter case work damn hard legal wont anyth risk illeg contempt law pull scam 24/7',IND
'liber didnt want hear ignor liber dont want hear keith ellison doubl standard',IND
'that disgust today dont know thought celebr think everyth wont abl forget horribl thing done',IND
'complain comment blame media ( ) feel certain actual read articl basic say doesnt know shit basic shut mouth',IND
'didnt rape daughter friend year ) long commit suicid',IND
'witch',IND
'traitor whoever',IND
'louder fellow # maga horribl insult',IND
'idiot actual listen suck',GRP
'hillari clinton',IND
'swear seem shit intent show fan hospit heart attack #',IND
'live utter conserv noth peopl live social hous look # & amp need speak louder word & amp tori word empti promis',GRP
'name call disabl veteran shame know subject make slander',IND
'hate much presid',IND
'blind fool make america great america first american understand differ peopl vote donald trump clown_fac obama polici complet failur let seat back enjoy clown_fac show start obama',OTH
'know know go choos daughter want hope',IND
'farrakhan refer white peopl blue eye devil even said antisemit',GRP
'carrey look everi',IND
'fuck complet moron',IND
'that lindsey use butt hole',IND
'fuck',IND
'least dollar american peopl divid peopl full hatr american peopl cant trust look peopl trust die',IND
'anoth stori watch footbal',IND
'# # united_st # # lockthemallup # wwg1wga united_st # greatawaken # win # qanon # maga know go',IND
'drug shit tax unconstitut control law',GRP
'never watch movi',IND
'elect tell antifa expos',IND
'prove liber shame deceiv proven liar nerv speak “ ”',IND
'devil made ugli face liber feel sorri innoc honest one brainwash',GRP
'# dem kavanaugh hear bring common sens control time time chicago chicago law countri violenc capit dick',GRP
'lump',IND
'carrey becom weird',IND
'dog',GRP
'appar socialist kind label success much higher moral opportun societi dumbest follow',GRP
'insan # lockthemallup # # maga',IND
'continu left liber progress show democrat parti own deni & amp ideolog lie public call',IND
'ridicul go vote point appar accept bribe',IND
'said theyr tri prove everyon noth offer tell everyth fan target know good good threat call',IND
'signal play young mind think attempt stop brexit disgrac vile honest doesnt care use want',IND
'world doesnt stop liber wan na process delay cost',GRP
'molest didnt want till thrown jail accord # liber & amp # metoo accept alleg said # # #',IND
'money better spent american mental health control hook concert shoot church',OTH
