@relation Train
@attribute word_tokenize string
@attribute subtask_a {NOT,OFF}
@data
'follow maga patriot united_st red_heart united_st red_heart united_st red_heart united_st',NOT
'thank presid pleas declassifi doc closer elect corrupt dem maga',NOT
'liber realli talk tri sound superior',NOT
'commit somewher',NOT
'obama own # antifa # blm still want discuss rise radic',NOT
'even real consol',NOT
'never stop win # qanon # maga # wwg1wga # win',NOT
'realli read said anoth complet miss point',NOT
'beauti model & amp jealou agre stay & amp phoni plastic sister dont event recogn anymor need stop she pretti & amp',NOT
'tire know right includ liter murder right terror rise antifa think broke window',NOT
'vote sake move issu month allow libtard trap harden fuck let serious # kavanagh # scotu # maga',OFF
'antifa domest terror organis though',NOT
'basic argument canada pass law crime stop regul sourc grand claim control expens failur measur effect crime articl advoc',OFF
'control peopl believ legal owner follow current law fool make citizen defenseless',OFF
'talent person life pleas stay healthi sick shine light love much babi purple_heart red_heart purple_heart',NOT
'deeper less like even stop need wast contract sign',NOT
'anoth russian maga fail',NOT
'pleas dont make today never shit',OFF
'# select outrag conserv liber want know moral kavanaugh repub stand',NOT
'sick fuck quick fuck',OFF
'communist elit roger goodel teach lowlif ethic class daughter shame shameless left wing ruin sport footbal instead valu flag',OFF
'interest link post watch truth youtub easi follow enjoy show',NOT
'clear lack common sens control measur wasnt real reason behind rather incompet school board failur upon report poor staff secur train',NOT
'alien support # disgust',NOT
'realiz useless argument drunk drive arrest your punish kill someon drunk drive murder rule regul safeti drink own oper vehicl need control',OFF
'hous shit crazi',OFF
'dick damn didnt know actual',OFF
'thing definit fuck need state obviou conserv need liber need without',OFF
'cutest loudly_crying_fac loudly_crying_fac thank honey',NOT
'last minut video absolut priceless fact “ obama separ kid protest ” liber',NOT
'price though probabl space',NOT
'feel sorri liber farleft name',NOT
'except littl attempt rape thing wonder',OFF
'first sensibl fuck control',OFF
'trudeau deal involv dairi effect remov larg piec split unit conserv insist trudeau spin trudeau evil walk away suffer',NOT
'qualifi',OFF
'maxin need consult suffer trump syndrom',OFF
'time engag said russian russian tri explain internet work stuff repli',NOT
'look joke liber # forttrump # poland # boomingeconomi',NOT
'holder known perjur race bait obama noth say mean',NOT
'100 % lie dont understand mind leftw nutjob liber cult money mean noth stop trump mean',OFF
'mani product first canada economi fact world liber think somehow strong',NOT
'star liber',NOT
'must',NOT
'love liber word debunk kind hillari said said anger knew meant bullshit',OFF
'line sound familiar soon talk control typic fund respons sponsor mass murder',OFF
'good',NOT
'sick corrupt ignor moron',OFF
'democrat plan',NOT
'sheep cant speak tell speak bot think found',NOT
'look perfect illustr control #',NOT
'hell think ford mix believ show stun ignor issu partisan bia hasnt even heard ford know horribl',NOT
'fall church',NOT
'basic say someon want accus without face legal civil account turn beyond uneth',NOT
'# victim campaign sarah die age made woman live tori #',NOT
'keep put violent liber antifa hood beat stranger know noth street voter voter love violenc & amp lunat liber mind street violent liber',OFF
'realli control limit capabl person safeti make even harder good peopl gun legal even make hard women obtain gun self defens keep simpl background check system alreadi',OFF
'thing beto texa cross border reason control texa citizen someon hurt citizen defend poor arizona need beto',OFF
'dont care good player own club suspend year make train tell look exampl',OFF
'turn maga',OFF
'conserv anyth elimin valu labor countri peopl work die holiday dont want lost fake constitut worship peopl valu constitut right',OFF
'absolut fals know liber rememb doug ford tri save',NOT
'fact go vote kavanaugh make think know bribe work',NOT
'mean think that basic ideolog conserv crime wife libertarian crime everyon',NOT
'chicago record number homicid control law work',OFF
'push narr rememb place tell think well hillari said deplor said dreg societi tell feel middl class christian conserv # voter',OFF
'probabl trap mind android model',NOT
'read straight white male forget partner',NOT
'follow anyway',NOT
'think hate america fill dem hate america walk # dem & amp join patriot love live america # maga',NOT
'issu tweet back think poor leader word',NOT
'find',NOT
'pleas find thread moor failur deal foul smear good exampl rule appli # fakenew # maga soon',OFF
'good luck rolling_on_the_floor_laugh # maga # voter',NOT
'look # kavanaugh stop shit # maga',OFF
'awesom video alex jone invad hill watch tell mainstream media # fakenew # wednesdaywisdom # maga # trump # # # #',NOT
'star review made buy experi easi enjoy amaz',NOT
'guy ( conserv ) nice destroy',NOT
'bring know conserv garland stone death antifa',NOT
'none',NOT
'# levistrauss take stand control # # levistrauss & # america #',NOT
'wont even start caus much face_with_tears_of_joy start anim yesterday call that season that speed',NOT
'face_with_tears_of_joy zombi walk littl scari rememb zombi said go',OFF
'good even hardli hope well & amp everyon',NOT
'great five stay spot perman',NOT
'think',NOT
'irrespons hate word dement governor disrespect spew potu peopl think jerri brown crimin mani action well respons thousand resid displac',NOT
'heard bert erni mere alli activ antifa',NOT
'knew wouldnt never thought everi singl republican regard everyth mention tweet pretti',OFF
'prepar roger gather antifa style ‘ strike consid actual eat anyth',NOT
'',NOT
'knew email releas earlier pander ignor base',OFF
'control might trick',NOT
'guess go ignor ask skull skull skull',NOT
'never doubt read dirti war worship satan',OFF
'call someth differ still border countri higher tax control socialist remov work illeg famili texa valu arent california jone dont even live stay',OFF
'amen',NOT
'antifa simpli want kill carri back knife',OFF
'# “ racist parti # canada ” # bernier # # news # polit # govern # cdnpoli # # pnpcbc # liber # progress # conserv # # cpc # # # altright # farright # # racist # racism # bigot',NOT
'there noth watch snowflak especi googl order follow',NOT
'stand united_st united_st united_st maga',NOT
'aint get pussi',OFF
'occupi wall women rape',OFF
'disgrac',OFF
'& amp prove opposit role everyth scari cant feed thought need think grate she say thing final get cant keep care & amp think',NOT
'time statement support orban antisemit',NOT
'terribl wouldnt liber terribl',NOT
'# # wednesdaywisdom liber thing gender realli tell wage',NOT
'senior team',NOT
'sadli blew interview bought pass test real progress alien what left base thank need know',OFF
'antifa crash',OFF
'kamala harri gain reput dishonest senat',OFF
'favorit',NOT
'good lord',NOT
'guilt associ great tactic liber',NOT
'foolish think',NOT
'# fonda campaign control measur backfir liberti park press',OFF
'dont seem happi look eye stare soul',NOT
'incred',NOT
'mistreat mistreat kavanaugh innoc liber jump hate trump right thing year word contest',OFF
'your fuck drug dude',OFF
'dont idea support compani',NOT
'funni smiling_face_with_heartey',NOT
'antifa',NOT
'tape pleas',NOT
'grown',NOT
'complet pouting_fac',OFF
'confused_fac ',NOT
'disagre never happen violenc antifa appropri metoo movement purpos damag person',NOT
'think tri look',NOT
'import distinct gener frankli give rat piss find anoth finish ontario',NOT
'seem cant even hold onto advanc control',NOT
'show plenti lefti antifa get weak punk',OFF
'go deflect away nearli 3000 dead lack post hurrican support trump administr use deport singl year offens',OFF
'alex fantast watch race season love pass determin everi race thank',NOT
'love bitch',OFF
'fuckingndb funnyhej ',OFF
'help alreadi verifi account want detail ( ) dont phone instead minut pointless messag tell busi hang servic',OFF
'cover hair',NOT
'dont hold breath bias media doubl conserv public slowli catch',NOT
'german fought nazi german antifa rescu jew',NOT
'wrong devast auster along tori everi principl supposedli cameron minor govern ) chose',NOT
'# teach type govern anyon run public offic # liber want give # democraci keep power hidden conserv enjoy # repres govern control',NOT
'anyth conserv must believ liber pass',NOT
'love queen speak import issu control lgbtq right red_heart',NOT
'lier money nobodi want ” except fascist friend smoke screen money friend & italian nazi nazi',OFF
'doesnt lose spend money free agenc draft better',OFF
'coward list antifa profil coward terrorist',OFF
'didnt know footbal team privat prison thank provid insight hope releas realiz done wrong',NOT
'thing make australia better countri dont even mention control',NOT
'greatest polit belief high ( for liber ) ( for conserv ) that vast major artist',NOT
'rais spoil brat',OFF
'noth left wing unhing liber jerk need shut life time',OFF
'leftist organ antifa green went meet 2014 spent time talk labor practic law polici spent whole meet tran inclus present alreadi',NOT
'miss brain',OFF
'appar free market narr isnt conveni today tire hear free market conserv turn around pick winner loser market',NOT
'talk trump tweet liber obsess support',NOT
'legit socialist maryland crowd primari overal peopl dont want left baltimor resid that liber ( who mostli everyon )',NOT
'safeti legit',NOT
'disturb platform becom dictatorship state',OFF
'dumb point',OFF
'fuck go back',OFF
'bite viciou tongu',OFF
'wouldnt surpris',NOT
'face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy delusion',OFF
'antifa hate group creat democrat',OFF
'call conserv vote united_st',NOT
'how control work',NOT
