@relation Train
@attribute word_tokenize string
@attribute subtask_b {UNT,TIN}
@data
'feinstein schumer polit assassin thank abl give courag conserv need back hard polit crimin',TIN
'activ know think danger fool mayb 100 % racist militari support',TIN
'insult black fulli get make think cant let honest liber ( mostli white want appear minor protect vote',TIN
'& amp that dont mind peopl everyon life',TIN
'miriam ',TIN
'cant fact delusion think someth effect countri dream come first illeg',TIN
'hate argument control healthcar student loan polici climat chang social secur medicar even clear differ everi polici',UNT
'dumb look',TIN
'case fuck good book',TIN
'someth differ shit everi time watch',UNT
'( and ) shit eric',TIN
'clown_fac',TIN
'hate democrat fight everyday make much dont give damn want readi # maga parti trump elect 2020 keep democrat till 2020',TIN
'stori lie liber wit thinking_fac',TIN
'conserv believ attempt rape form that get look past wont believ ” nonsens',TIN
'fuck %',UNT
'your full liber paid soro thing',TIN
'area didnt money attempt money prove abort isnt scam',TIN
'that exactli evil liber peopl step guess bulli done liber',TIN
'cours she make money situat valu power',TIN
'move ahead kavanaugh without inform commit ethic legal violat constitut & amp horribl candid say wait info & amp sure',TIN
'fuck cover american polit canadian polit fuck disgrac report news news stuff make conserv look ignor stuff make liber look',TIN
'year later liber want away',TIN
'nigga peac damn',TIN
'holi shit michael',UNT
'yeah ruin fuck hype werent invit finish',TIN
'here fuck',UNT
'wonder antifa riot street find corrupt govern',TIN
'that silli cartoon made popular fuck',TIN
'well ignor give attent child never good enough bodi love scene search attent desir post',TIN
'glad wear control propos stop crimin',TIN
'zero evid love see liber shit face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy',TIN
'democrat fund goe around that done conserv play rule fuck everi time',TIN
'lock wait blatant somebodi scare trump get hang rememb cant imagin feel make',TIN
'ignor question argument sensibl control impos anoth shoot occur truli believ push restrict',TIN
'liber illeg immigr dreamer trump support deplor dreg ms13 killer human be babi womb human be abid terrorist bill clinton feminist brett mental disord',TIN
'liber sick peopl',TIN
'anoth attempt dem hide truth abus women movement women # metoo anoth soro group antifa',TIN
'antifa burn conserv hous light & amp throw flame',TIN
'play straight fuck garbag mean toler last year much scare death start',TIN
'understand sound love money bastard',TIN
'# democrat # liber dont give damn commit physic violenc discredit kavanaugh year “ ” hour accus # walkaway # hypocrit',UNT
'# # # # votedemsout # voteredtosaveamerica liber & amp true # conserv & amp # walkaway prove # need #',UNT
'that liber moral anyth goe kind drug child',TIN
'arrest immedi crazi democrat',TIN
'dont mess dont mess',TIN
'cruz think # texa voter stupid say beto state texa # resist # maga # ridicul',TIN
'right polit place anyon organ live',TIN
'good that fine control doubl',UNT
'truli said american',UNT
'fuck disgust anim editor approv “ news ” shit',TIN
'show get tori ridicul',TIN
'pretend lib # maga',TIN
'holi shit thank much mine wasnt anymor end wrong',UNT
'think blame dumbass control',TIN
'crap anyon want save crap',TIN
'toler loud maga merch dont shit nike anyth kiss',TIN
'realli wan na bring person work dont wan na seem appl',TIN
'cant stand listen chang speak believ nut # # walkaway # voteredtosaveamerica united_st united_st # maga united_st united_st',TIN
'come long line bigot moron hard first get better fill decent eventu realiz better',TIN
'compar govern enforc agenc subject constitut law privat corpor yeah make sens wait stop talk complet',TIN
'',TIN
'unhing luck go conserv make money process smart know & amp liber left good busi day & amp eat',TIN
'love cute',TIN
'anoth anyth',TIN
'# # liber continu # # indoctrin show dont hire mental #',TIN
'everyth shit realli',UNT
'everi time hate feel happen fuck',TIN
'didnt read whole thing white mass shooter arent even consid terror there “ polit ” agenda murder',TIN
'rolling_on_the_floor_laugh rolling_on_the_floor_laugh face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy communist fool',TIN
'funni thing tri show white republican storm entir left self day help trump fake presid',UNT
'classic antifa behaviour',TIN
'care union leader report lefti concern left promot trudeau liber liber parti shame',TIN
'democrat left liber judg conserv throat everi liber judg investig back school',TIN
'settl never never know truth mayb grab first spit realli stupid grab either doubt know complet truth',TIN
'boycot rest life',TIN
'terribl',TIN
'amaz much money thrown liber freak beto everyth wrong america vote cruz',TIN
'forget describ monster think',TIN
'bono turn refuge asshol',TIN
'noth opportunist lie human wast paid left turn',TIN
'yeah sure youll wait certain amount time talk control right sure your say thing peopl use dead push law noth right',TIN
'like polit oper dream mani work toward decad',UNT
'“ actor ” biden that “ fake ” phoni actor stage time come & amp gone “ dreg societi ” care less preach',TIN
'nigga',TIN
'presid respect liber',TIN
'hope joke hate boycot leftist entertain stop say stupid stuff',TIN
'legal immigr 100 % correct follow letter case work damn hard legal wont anyth risk illeg contempt law pull scam 24/7',TIN
'liber didnt want hear ignor liber dont want hear keith ellison doubl standard',TIN
'eric need stfu away mani american die result fast furiou run gone eric even back despic',UNT
'that disgust today dont know thought celebr think everyth wont abl forget horribl thing done',TIN
'complain comment blame media ( ) feel certain actual read articl basic say doesnt know shit basic shut mouth',TIN
'fuck hard',UNT
'didnt rape daughter friend year ) long commit suicid',TIN
'witch',TIN
'think someon tri peopl mind regard control arm shoot start &',UNT
'fuck robot',UNT
'traitor whoever',TIN
'louder fellow # maga horribl insult',TIN
'idiot actual listen suck',TIN
'hillari clinton',TIN
'swear seem shit intent show fan hospit heart attack #',TIN
'live westminst utter conserv noth peopl live social hous look # & amp need speak louder word & amp tori word empti promis',TIN
'name call disabl veteran shame know subject make slander',TIN
'gon na call bullshit',UNT
'hate much presid',TIN
'blind fool make america great america first american understand differ peopl vote donald trump clown_fac obama polici complet failur let seat back enjoy clown_fac show start obama',TIN
'know know go choos daughter want hope',TIN
'farrakhan refer white peopl blue eye devil even said antisemit',TIN
'carrey look everi',TIN
'fuck complet moron',TIN
'that lindsey use butt hole',TIN
'fuck',TIN
'least dollar american peopl divid peopl full hatr american peopl cant trust look peopl trust die',TIN
'anoth stori watch footbal',TIN
'think realli know',UNT
'# # united_st # # lockthemallup # wwg1wga united_st # greatawaken # win # qanon # maga know go',TIN
'drug shit tax board unconstitut control law',TIN
'never watch movi',TIN
'elect tell antifa expos',TIN
'prove liber shame deceiv proven liar nerv speak “ ”',TIN
'devil made ugli face liber feel sorri innoc honest one brainwash',TIN
'# dem kavanaugh hear bring common sens control time time chicago chicago law countri violenc capit dick',TIN
'parasit lump',TIN
'carrey becom weird',TIN
'less access gun drop suicid rate proven look everi singl countri strict better control want prove countri',UNT
'water physic born obvious blood paid',UNT
'dog',TIN
'appar socialist kind label success much higher moral opportun societi dumbest follow',TIN
'insan # lockthemallup # # maga',TIN
'continu left liber progress show democrat parti own deni & amp ideolog lie public call',TIN
'ridicul go vote point appar accept bribe',TIN
'said theyr tri prove everyon noth offer tell everyth fan target know good good threat call',TIN
'signal play young mind think attempt stop brexit disgrac vile honest doesnt care use want',TIN
'world doesnt stop liber wan na process delay cost',TIN
'molest didnt want till thrown jail accord # liber & amp # metoo accept alleg said # # #',TIN
'disgust sound absolut right think even liber start realiz polit game',UNT
'money better spent american mental health control hook concert shoot church',TIN
'pretti awesom movement imagin men right fuck spare everyon bullshit there relationship mess kid fuck better',TIN
'fuuckkkk youuuuu ',TIN
'shut fuck serious fuck life leav alon mani time fuck tell clearli dont fuck',TIN
'democrat year power rememb women well liber hypocrit worst kind',TIN
'person think fuck kind antifa',TIN
'shit last night',UNT
'put antifa',TIN
'show support mass shooter problem draw take activ shooter grow open carri black panther freak liber time took away',TIN
'# conserv # join claim ford make fals accus support time level stupid',TIN
'antifa rainbow socialist heart pussi hat resist face_with_tears_of_joy rolling_on_the_floor_laugh face_with_tears_of_joy',TIN
'love bitch ( you )',TIN
'propos deal youth opposit gender kid entir ( aw idea ) go assum experi know talk',TIN
'guess forgot walk liber',TIN
'spread # fakenew # maga',TIN
'liber took',TIN
'hate year fan',TIN
'anoth miss idiot face_with_rolling_ey',TIN
'fals democrat best # confirmkavanaugh # maga # drainthedeepst',TIN
'right shoot dont expos satan must realli good laugh',TIN
'professor student murder rifl blame control law',TIN
'fake',TIN
'your embarrass kick',TIN
'sexi ladi',TIN
'cool #',TIN
'know mean dont fine three time mean accept bulli done player done cultur countri',TIN
'anoth fraud woman lie help liber nutjob anyth keep conserv major scotu',TIN
'bore thank fuck bore',TIN
